TIME,LEAF,POD,FLOWER

2021-12-20 17:27:28.161816,Healthy,0,0,0
2021-12-20 17:28:29.265647,Unhealthy
2021-12-20 17:28:47.769403,Unhealthy,3,0
2021-12-20 17:29:32.105574,Healthy,0,0,3
2021-12-20 17:30:32.106434,Unhealthy,6,0
